### GO term enrichment for convergent genes in whole body samples when mapped to different ref transcriptomes (see ms)
# GO.ID	= GO term ID
# GO_desc = GO term description	
# toTbi_GSEA = Gene set enrichment p-value when mapped to Timema bartmani
# toTte_GSEA = Gene set enrichment p-value when mapped to Timema tahoe	
# toTce_GSEA = Gene set enrichment p-value when mapped to Timema cristinae
# toTms_GSEA = Gene set enrichment p-value when mapped to Timema monikensis
# toTps_GSEA = Gene set enrichment p-value when mapped to Timema poppensis
# toTdi_GSEA = Gene set enrichment p-value when mapped to Timema douglasi
# toTcm_GSEA = Gene set enrichment p-value when mapped to Timema californicum
# toTsi_GSEA = Gene set enrichment p-value when mapped to Timema shepardi
# toTpa_GSEA = Gene set enrichment p-value when mapped to Timema podura
# toTge_GSEA = Gene set enrichment p-value when mapped to Timema genevievae
# median_GSEA = Median gene set enrichment p-value across species references
GO.ID	GO_desc	toTbi_GSEA	toTsi_GSEA	toTce_GSEA	toTms_GSEA	toTps_GSEA	toTcm_GSEA	toTte_GSEA	toTdi_GSEA	toTge_GSEA	toTpa_GSEA	median_GSEA
GO:0006887	exocytosis	0.7919	0.95215	0.9624	0.89171	0.71341	0.92953	0.39184	0.57322	0.84777	0.4908	0.819835
GO:0032781	positive regulation of ATPase activity	0.4979	0.67623	0.5433	0.48072	0.99198	0.98415	0.50099	0.99371	0.99172	0.96391	0.82007
GO:0007479	leg disc proximal/distal pattern formation	0.7657	0.89909	0.9248	0.91931	NA	0.87483	0.25223	NA	0.10276	0.1415	0.820265
GO:0035223	leg disc pattern formation	0.7657	0.89909	0.9248	0.91931	NA	0.87483	0.25223	NA	0.10276	0.1415	0.820265
GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	0.9569	0.87749	0.5864	0.48744	0.78878	0.91676	0.95187	0.85225	0.30792	0.77008	0.820515
GO:2000272	negative regulation of receptor activity	0.9569	0.87749	0.5864	0.48744	0.78878	0.91676	0.95187	0.85225	0.30792	0.77008	0.820515
GO:0045463	R8 cell development	0.8744	0.85508	0.7591	0.80213	0.97937	0.83956	0.77113	0.9623	0.70688	0.74661	0.820845
GO:0048047	"mating behavior, sex discrimination"	0.2205	0.81923	0.4903	0.63505	0.96489	0.85726	0.18708	0.98303	0.84241	0.82367	0.82145
GO:0065007	biological regulation	0.2532	0.80959	0.9616	0.88546	0.91922	0.834	0.42708	0.8491	0.16195	0.3471	0.821795
GO:0055076	transition metal ion homeostasis	0.8665	0.97159	0.8661	0.84262	0.38803	0.95605	0.80099	0.66086	0.23646	0.48568	0.821805
GO:0060795	cell fate commitment involved in formation of primary germ layer	0.5978	0.64596	0.8189	0.85695	0.92655	0.86835	0.65574	0.82485	0.72476	0.92433	0.821875
GO:0044091	membrane biogenesis	0.8563	0.86076	0.5334	0.53111	0.83411	0.81072	0.49319	0.83405	0.89686	0.78569	0.822385
GO:0045313	rhabdomere membrane biogenesis	0.8563	0.86076	0.5334	0.53111	0.83411	0.81072	0.49319	0.83405	0.89686	0.78569	0.822385
GO:0045860	positive regulation of protein kinase activity	0.8689	0.79073	0.929	0.88293	0.81117	0.77392	0.83773	0.77863	0.83401	0.7239	0.82259
GO:0045572	positive regulation of imaginal disc growth	0.2846	0.80839	0.7918	0.75267	0.90154	0.83744	0.30837	0.95459	0.99724	0.9967	0.822915
GO:0032954	regulation of cytokinetic process	0.5404	0.70636	0.8649	0.99681	0.99198	0.92958	0.63964	0.99371	0.78142	0.75117	0.82316
GO:0034220	ion transmembrane transport	0.756	0.9734	0.6473	0.78885	0.9133	0.64475	0.75205	0.94116	0.85943	0.87147	0.82414
GO:0010092	specification of animal organ identity	NA	0.79845	NA	NA	0.87457	0.78674	NA	0.85088	NA	NA	0.824665
GO:1903034	regulation of response to wounding	0.4767	0.52769	0.7942	0.88972	0.88836	0.85541	0.55217	0.87279	0.94441	0.61027	0.824805
GO:0035150	regulation of tube size	0.4652	0.82433	0.8253	0.64105	0.93425	0.8913	0.66508	0.97441	0.83507	0.7143	0.824815
GO:1902850	microtubule cytoskeleton organization involved in mitosis	0.8916	0.77613	0.7241	0.8698	0.86828	0.73053	0.85982	0.52862	0.89733	0.79018	0.825
GO:0042278	purine nucleoside metabolic process	0.5785	0.85013	0.6145	0.41412	0.89501	0.78209	0.79994	0.92475	0.87842	0.87967	0.825035
GO:0046128	purine ribonucleoside metabolic process	0.5785	0.85013	0.6145	0.41412	0.89501	0.78209	0.79994	0.92475	0.87842	0.87967	0.825035
GO:0019935	cyclic-nucleotide-mediated signaling	0.9198	0.92939	0.9692	0.80457	0.67699	0.84608	0.99995	0.31398	0.6477	0.75117	0.825325
GO:0035166	post-embryonic hemopoiesis	0.9409	0.67504	0.6815	0.76371	0.84604	0.80514	0.95199	0.76544	0.91038	0.97883	0.82559
GO:0035167	larval lymph gland hemopoiesis	0.9409	0.67504	0.6815	0.76371	0.84604	0.80514	0.95199	0.76544	0.91038	0.97883	0.82559
GO:0098609	cell-cell adhesion	0.8916	0.80507	0.9491	0.84391	0.89131	0.80733	0.78352	0.96326	0.59974	0.51091	0.82562
GO:0072329	monocarboxylic acid catabolic process	0.6348	0.8786	0.9215	0.93319	0.89543	0.73644	0.50559	0.97341	0.74625	0.77396	0.82628
GO:0045704	regulation of salivary gland boundary specification	0.8252	0.86185	0.7659	0.82751	NA	0.8739	0.89225	NA	0.35929	0.45297	0.826355
GO:0045705	negative regulation of salivary gland boundary specification	0.8252	0.86185	0.7659	0.82751	NA	0.8739	0.89225	NA	0.35929	0.45297	0.826355
GO:0006825	copper ion transport	0.8738	NA	NA	NA	NA	NA	0.86442	NA	0.77324	0.78946	0.82694
GO:0032233	positive regulation of actin filament bundle assembly	0.8246	0.91059	0.6415	0.84728	0.7352	0.99724	0.80399	0.75313	0.84894	0.82933	0.826965
GO:0051496	positive regulation of stress fiber assembly	0.8246	0.91059	0.6415	0.84728	0.7352	0.99724	0.80399	0.75313	0.84894	0.82933	0.826965
GO:1901658	glycosyl compound catabolic process	0.8535	0.88869	0.8058	0.73777	0.54005	0.84823	0.91812	0.60808	NA	NA	0.827015
GO:0032147	activation of protein kinase activity	0.7745	0.83393	0.9508	0.91835	0.92821	0.82019	0.81306	0.76052	0.8369	0.67191	0.82706
GO:0048608	reproductive structure development	0.5653	0.6171	0.8517	0.8553	0.80477	0.89099	0.69943	0.8814	0.69622	0.95855	0.828235
GO:0061458	reproductive system development	0.5653	0.6171	0.8517	0.8553	0.80477	0.89099	0.69943	0.8814	0.69622	0.95855	0.828235
GO:0033014	tetrapyrrole biosynthetic process	0.7281	0.85508	0.8139	0.87027	0.88669	0.8431	0.70142	0.86326	0.73938	0.53884	0.8285
GO:0050908	detection of light stimulus involved in visual perception	0.6471	0.84248	0.8148	0.64865	0.93941	0.65356	0.62307	0.9672	0.87605	0.84786	0.82864
GO:0007549	dosage compensation	0.8979	0.73249	0.6984	0.70042	0.76798	0.96945	0.8901	0.62723	0.97844	0.9947	0.82904
GO:0042446	hormone biosynthetic process	0.3606	0.93751	0.9768	0.91646	0.81953	0.95415	0.32987	0.71947	0.48352	0.83898	0.829255
GO:0031629	synaptic vesicle fusion to presynaptic active zone membrane	0.735	0.85561	0.8651	0.83615	0.82544	0.84713	0.5901	0.83311	0.11959	0.17937	0.829275
GO:0045026	plasma membrane fusion	0.735	0.85561	0.8651	0.83615	0.82544	0.84713	0.5901	0.83311	0.11959	0.17937	0.829275
GO:0099500	vesicle fusion to plasma membrane	0.735	0.85561	0.8651	0.83615	0.82544	0.84713	0.5901	0.83311	0.11959	0.17937	0.829275
GO:0033013	tetrapyrrole metabolic process	0.6997	0.8361	0.8819	0.90397	0.87039	0.82272	0.67089	0.84389	0.72235	0.51374	0.82941
GO:1901564	organonitrogen compound metabolic process	0.9974	0.84157	0.5509	0.31515	0.92038	0.81747	0.98507	0.79405	0.99082	0.72829	0.82952
GO:0007080	mitotic metaphase plate congression	0.8811	0.7581	0.9061	0.89328	0.81326	0.75914	0.84731	0.78338	0.90009	0.66692	0.830285
GO:0009072	aromatic amino acid family metabolic process	0.9067	0.45164	0.6627	0.64124	0.8326	0.44824	0.90302	0.83448	0.84568	0.82951	0.831055
GO:0044273	sulfur compound catabolic process	0.8046	0.81251	0.8072	0.7834	0.97764	0.81765	0.84511	0.93826	0.91221	0.92371	0.83138
GO:0048066	developmental pigmentation	0.8012	0.85292	0.6728	0.50361	0.87304	0.67889	0.84253	0.95253	0.82041	0.86536	0.83147
GO:0007429	"secondary branching, open tracheal system"	0.7182	NA	NA	NA	NA	NA	0.71004	NA	0.94504	0.96569	0.83162
GO:0050954	sensory perception of mechanical stimulus	0.8127	0.98723	0.7597	0.85057	0.33176	0.9941	0.67131	0.73199	0.98098	0.85465	0.831635
GO:0007431	salivary gland development	0.1867	0.95867	0.6199	0.65747	0.9595	0.9506	0.05139	0.98252	0.8466	0.81677	0.831685
GO:0035272	exocrine system development	0.1867	0.95867	0.6199	0.65747	0.9595	0.9506	0.05139	0.98252	0.8466	0.81677	0.831685
GO:0016337	single organismal cell-cell adhesion	0.5794	0.86909	0.9645	0.85268	0.81096	0.87179	0.404	0.91524	0.46116	0.48226	0.83182
GO:0032502	developmental process	0.5789	0.2527	0.3564	0.99769	0.73342	0.9317	0.24619	0.98605	0.98164	0.96887	0.83256
GO:0035329	hippo signaling	0.4758	0.99224	0.6636	0.95915	0.79503	0.95714	0.40261	0.50609	0.8702	0.92727	0.832615
GO:0035151	"regulation of tube size, open tracheal system"	0.5276	0.86887	0.8213	0.70321	0.94113	0.92131	0.73395	0.92918	0.84413	0.77467	0.832715
GO:0040018	positive regulation of multicellular organism growth	0.9044	0.85089	0.7048	0.7064	0.81483	0.93592	0.75489	0.77488	0.99294	0.99078	0.83286
GO:0018958	phenol-containing compound metabolic process	0.8399	0.76269	0.8885	0.92712	0.64823	0.54464	0.84454	0.76908	0.82606	0.84118	0.83298
GO:0000726	non-recombinational repair	0.5128	0.67387	0.5952	0.7216	0.87849	0.92621	0.79063	0.89321	0.92735	0.90416	0.83456
GO:0002684	positive regulation of immune system process	0.8458	0.62479	0.9712	0.90306	0.85897	0.755	0.85596	0.60787	0.77514	0.82363	0.834715
GO:0007268	chemical synaptic transmission	0.9678	0.95351	0.834	0.56673	0.92878	0.82845	0.83587	0.99888	0.81412	0.62612	0.834935
GO:0098916	anterograde trans-synaptic signaling	0.9678	0.95351	0.834	0.56673	0.92878	0.82845	0.83587	0.99888	0.81412	0.62612	0.834935
GO:0099536	synaptic signaling	0.9678	0.95351	0.834	0.56673	0.92878	0.82845	0.83587	0.99888	0.81412	0.62612	0.834935
GO:0099537	trans-synaptic signaling	0.9678	0.95351	0.834	0.56673	0.92878	0.82845	0.83587	0.99888	0.81412	0.62612	0.834935
GO:0030001	metal ion transport	0.6677	0.99138	0.8946	0.87777	0.77962	0.98542	0.84406	0.7766	0.59515	0.82592	0.83499
GO:0019748	secondary metabolic process	0.8116	0.75232	0.9526	0.98842	0.83034	0.60759	0.71469	0.83978	0.92178	0.89763	0.83506
GO:0043473	pigmentation	0.8586	0.73651	0.5659	0.39639	0.86267	0.54149	0.86123	0.95604	0.81203	0.92506	0.835315
GO:0016199	axon midline choice point recognition	0.9868	0.38435	0.7624	0.94367	0.92222	0.19873	0.90866	0.92972	0.60153	0.49165	0.83553
GO:0050805	negative regulation of synaptic transmission	0.8263	0.87713	0.6267	0.64254	0.77357	0.91968	0.83583	0.90688	0.96459	0.83543	0.83563
GO:0006833	water transport	0.6714	0.89848	0.7987	0.87269	NA	0.90433	0.66557	NA	0.8735	0.34579	0.835695
GO:0048846	axon extension involved in axon guidance	0.8002	0.98401	0.5371	0.87134	0.58332	0.95873	0.72777	0.43946	0.98112	0.88394	0.83577
GO:1902284	neuron projection extension involved in neuron projection guidance	0.8002	0.98401	0.5371	0.87134	0.58332	0.95873	0.72777	0.43946	0.98112	0.88394	0.83577
GO:0003158	endothelium development	0.9719	0.80295	0.4319	0.2132	0.65326	0.87594	0.97628	0.61174	0.87502	0.86887	0.83591
GO:0045446	endothelial cell differentiation	0.9719	0.80295	0.4319	0.2132	0.65326	0.87594	0.97628	0.61174	0.87502	0.86887	0.83591
GO:0032465	regulation of cytokinesis	0.4517	0.78088	0.6889	0.99316	0.95608	0.86741	0.57693	0.93983	0.86352	0.80846	0.83599
GO:0007446	imaginal disc growth	0.5008	0.88211	0.3948	0.79056	0.75829	0.91013	0.4109	0.95356	0.98991	0.9878	0.836335
GO:0043087	regulation of GTPase activity	0.3694	0.99931	0.7969	0.87583	0.99197	0.98595	0.51132	0.99085	0.2154	0.4111	0.836365
GO:0090255	cell proliferation involved in imaginal disc-derived wing morphogenesis	0.9996	0.79695	0.7707	0.72401	0.87578	0.99845	0.99936	0.35342	NA	NA	0.836365
GO:0090256	regulation of cell proliferation involved in imaginal disc-derived wing morphogenesis	0.9996	0.79695	0.7707	0.72401	0.87578	0.99845	0.99936	0.35342	NA	NA	0.836365
GO:0006576	cellular biogenic amine metabolic process	0.8044	0.82785	0.53	0.548	0.98774	0.84521	0.75338	0.98831	0.96611	0.94091	0.83653
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	0.8352	0.81004	0.9046	0.90943	0.90214	0.81471	0.83792	0.86393	0.6709	0.6241	0.83656
GO:0007440	foregut morphogenesis	0.8352	0.86888	0.8962	0.57987	0.8729	0.86815	0.83792	0.80846	0.44554	0.81974	0.83656
GO:0035178	turning behavior	NA	0.8359	0.8067	0.8381	NA	0.85436	NA	NA	NA	NA	0.837
GO:0035179	larval turning behavior	NA	0.8359	0.8067	0.8381	NA	0.85436	NA	NA	NA	NA	0.837
GO:0048265	response to pain	NA	0.8359	0.8067	0.8381	NA	0.85436	NA	NA	NA	NA	0.837
GO:0048266	behavioral response to pain	NA	0.8359	0.8067	0.8381	NA	0.85436	NA	NA	NA	NA	0.837
GO:0006964	positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria	0.8215	0.86739	0.9031	0.86181	0.74471	0.85377	0.8531	0.8116	0.56755	0.60253	0.8373
GO:0032231	regulation of actin filament bundle assembly	0.7238	0.75396	0.7832	0.91036	0.96525	0.96576	0.7056	0.97707	0.83289	0.84195	0.83742
GO:0007442	hindgut morphogenesis	0.9699	0.83747	0.8378	0.55398	0.7759	0.92211	0.96902	0.74537	0.73241	0.89483	0.837635
GO:0061525	hindgut development	0.9699	0.83747	0.8378	0.55398	0.7759	0.92211	0.96902	0.74537	0.73241	0.89483	0.837635
GO:0045678	positive regulation of R7 cell differentiation	0.8077	0.53737	0.8679	0.79741	0.89736	0.56659	0.87753	0.91464	0.1834	0.86926	0.8378
GO:0048521	negative regulation of behavior	0.8225	0.96536	0.8145	0.25456	0.85332	0.95746	0.67439	0.56106	0.9512	0.95675	0.83791
GO:0048668	collateral sprouting	0.4862	0.88697	0.7901	0.91669	0.98775	0.88711	0.52788	0.96491	0.73759	0.31094	0.838535
GO:0048674	collateral sprouting of injured axon	0.4862	0.88697	0.7901	0.91669	0.98775	0.88711	0.52788	0.96491	0.73759	0.31094	0.838535
GO:0061320	pericardial nephrocyte differentiation	0.9747	0.50575	0.5512	0.44274	0.69849	0.99987	0.97421	0.79883	0.87888	0.88116	0.838855
GO:0042181	ketone biosynthetic process	0.5251	0.99006	1	0.9766	0.771	0.99684	0.63283	0.68976	0.90246	0.77647	0.839465
GO:0018198	peptidyl-cysteine modification	NA	NA	0.814	0.84009	0.85392	0.84126	NA	0.82657	NA	NA	0.84009
GO:0071361	cellular response to ethanol	0.9579	NA	NA	NA	NA	NA	0.95301	NA	0.72756	0.42548	0.840285
GO:0042246	tissue regeneration	NA	0.85232	0.831	0.58705	0.86488	0.85509	NA	0.85032	0.67589	0.6741	0.84066
GO:0006939	smooth muscle contraction	0.8281	0.92124	0.8202	0.68983	0.72464	0.97429	0.85343	0.8943	0.93671	0.73555	0.840765
GO:1903510	mucopolysaccharide metabolic process	0.6261	0.5923	0.9901	0.99276	0.85443	0.63144	0.60226	0.96388	0.82863	0.90856	0.84153
GO:0040017	positive regulation of locomotion	0.9644	0.79079	0.9589	0.93154	0.6011	0.83128	0.9734	0.45323	0.85236	0.79221	0.84182
GO:0060857	establishment of glial blood-brain barrier	0.9914	0.89166	0.7922	0.57759	0.98996	0.65223	0.98345	0.99896	0.30218	0.27665	0.84193
GO:0006099	tricarboxylic acid cycle	0.8083	0.87623	0.598	0.9461	0.96638	0.88977	0.57845	0.96645	0.67528	0.74108	0.842265
GO:0006101	citrate metabolic process	0.8083	0.87623	0.5728	0.92915	0.9655	0.88977	0.57845	0.97178	0.80875	0.74108	0.84249
GO:0072350	tricarboxylic acid metabolic process	0.8083	0.87623	0.5728	0.92915	0.9655	0.88977	0.57845	0.97178	0.80875	0.74108	0.84249
GO:0051668	localization within membrane	0.9468	0.7114	0.912	0.90172	0.82824	0.72438	0.98951	0.85758	0.42428	0.63928	0.84291
GO:0000723	telomere maintenance	0.349	0.94951	0.8309	0.89045	0.88897	0.92598	0.82791	0.7935	0.75702	0.85579	0.843345
GO:0032200	telomere organization	0.349	0.94951	0.8309	0.89045	0.88897	0.92598	0.82791	0.7935	0.75702	0.85579	0.843345
GO:0010822	positive regulation of mitochondrion organization	0.8812	0.98923	0.8078	0.87896	0.3767	0.99514	0.97153	0.26636	0.55409	0.548	0.84338
GO:0090140	regulation of mitochondrial fission	0.8812	0.98923	0.8078	0.87896	0.3767	0.99514	0.97153	0.26636	0.55409	0.548	0.84338
GO:0015724	formate transport	0.9457	0.85498	0.8542	0.75667	0.81368	0.85225	0.94191	0.82821	0.83538	0.83217	0.843815
GO:0019532	oxalate transport	0.9457	0.85498	0.8542	0.75667	0.81368	0.85225	0.94191	0.82821	0.83538	0.83217	0.843815
GO:0045570	regulation of imaginal disc growth	0.7709	0.84311	0.4114	0.67259	0.84476	0.84649	0.6442	0.9302	0.98316	0.92931	0.843935
GO:0006023	aminoglycan biosynthetic process	0.8844	0.81754	0.9667	0.96672	0.71433	0.81949	0.87014	0.96491	0.72477	0.74971	0.844815
GO:0035007	regulation of melanization defense response	0.9732	0.76516	0.854	0.83866	0.43165	0.09701	0.95049	0.36943	0.95098	0.85164	0.84515
GO:0016059	deactivation of rhodopsin mediated signaling	0.9892	0.29116	0.6292	0.88691	0.89005	0.34735	0.9929	0.85215	0.83823	0.73039	0.84519
GO:0030516	regulation of axon extension	0.9489	0.84926	0.7516	0.85662	0.55505	0.84157	0.96174	0.59554	0.94953	0.78344	0.845415
GO:0061387	regulation of extent of cell growth	0.9489	0.84926	0.7516	0.85662	0.55505	0.84157	0.96174	0.59554	0.94953	0.78344	0.845415
GO:0010823	negative regulation of mitochondrion organization	0.9764	0.78391	0.9338	0.9784	0.6771	0.80722	0.99646	0.88421	0.74473	0.72627	0.845715
GO:0034440	lipid oxidation	0.8335	0.9139	0.9038	0.87822	0.92935	0.82117	0.84803	0.84373	0.70839	0.72178	0.84588
GO:0050976	detection of mechanical stimulus involved in sensory perception of touch	0.8435	0.99513	0.6267	0.849	0.42992	0.99553	0.81947	0.50307	0.92076	0.87028	0.84625
GO:0046008	"regulation of female receptivity, post-mating"	0.9457	0.89467	0.8155	0.84754	0.81895	0.89191	0.99179	0.84515	0.83538	0.83217	0.846345
GO:0050778	positive regulation of immune response	0.8243	0.76381	0.8679	0.84982	0.7877	0.9264	0.85101	0.65036	0.84289	0.8508	0.846355
GO:0007593	chitin-based cuticle sclerotization	0.9001	0.62956	0.9029	0.82261	0.87071	0.60517	0.89319	0.87832	0.77313	0.76524	0.84666
GO:0048562	embryonic organ morphogenesis	0.7903	0.91081	0.9664	0.93787	0.37807	0.90306	0.78429	0.6097	0.91506	0.47611	0.84668
GO:0046427	positive regulation of JAK-STAT cascade	0.8518	0.84221	0.9317	0.76812	0.72262	0.81152	0.91334	0.77316	0.86636	0.95989	0.847005
GO:1904894	positive regulation of STAT cascade	0.8518	0.84221	0.9317	0.76812	0.72262	0.81152	0.91334	0.77316	0.86636	0.95989	0.847005
GO:0006000	fructose metabolic process	0.8466	0.68143	0.7779	0.78655	0.90129	0.67395	0.84816	0.92276	0.88742	0.8918	0.84738
GO:0034308	primary alcohol metabolic process	NA	0.8953	NA	NA	NA	0.79965	NA	NA	NA	NA	0.847475
GO:0048085	adult chitin-containing cuticle pigmentation	0.8954	0.71553	0.9026	0.90349	0.84687	0.69201	0.88852	0.84867	0.74747	0.73957	0.84777
GO:0048060	negative gravitaxis	0.8904	0.52535	0.8674	0.81093	0.82849	0.53139	0.87773	0.87796	0.89735	0.73738	0.847945
GO:0007516	hemocyte development	0.9069	0.93563	0.4486	0.38506	0.41959	0.91842	0.90045	0.66749	0.94045	0.79607	0.84826
GO:0043090	amino acid import	0.993	0.56135	0.7959	0.92352	0.99886	0.55559	0.81039	0.99804	0.88652	0.74519	0.848455
GO:0016052	carbohydrate catabolic process	0.8732	0.3114	0.658	0.89951	0.82394	0.3732	0.87703	0.58602	0.96678	0.87689	0.84857
GO:0006750	glutathione biosynthetic process	NA	0.85207	NA	NA	NA	0.84518	NA	NA	NA	NA	0.848625
GO:0009719	response to endogenous stimulus	0.8512	0.77646	0.8468	0.86126	0.79437	0.78046	0.79684	0.96241	0.93956	0.96637	0.849
GO:0040036	regulation of fibroblast growth factor receptor signaling pathway	0.8606	0.87546	0.7914	0.65165	0.67526	0.86267	0.85438	0.7749	0.8438	0.85832	0.84909
GO:0000270	peptidoglycan metabolic process	0.8711	0.82967	0.9607	0.97218	0.55664	0.7683	0.78081	0.60694	0.99992	0.98885	0.850385
GO:0006027	glycosaminoglycan catabolic process	0.8711	0.82967	0.9607	0.97218	0.55664	0.7683	0.78081	0.60694	0.99992	0.98885	0.850385
GO:0009253	peptidoglycan catabolic process	0.8711	0.82967	0.9607	0.97218	0.55664	0.7683	0.78081	0.60694	0.99992	0.98885	0.850385
GO:0002812	biosynthetic process of antibacterial peptides active against Gram-negative bacteria	0.9136	0.86121	0.8859	0.83802	0.85655	0.84666	0.82974	0.89846	0.51954	0.55247	0.851605
GO:0002813	regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria	0.9136	0.86121	0.8859	0.83802	0.85655	0.84666	0.82974	0.89846	0.51954	0.55247	0.851605
GO:0006401	RNA catabolic process	0.3883	0.90363	0.3827	0.55751	0.83206	0.87145	0.37151	0.98451	0.89432	0.96383	0.851755
GO:0006140	regulation of nucleotide metabolic process	0.9	0.86853	0.3938	0.39393	0.75052	0.93172	0.83518	0.75047	0.95036	0.92375	0.851855
GO:1900542	regulation of purine nucleotide metabolic process	0.9	0.86853	0.3938	0.39393	0.75052	0.93172	0.83518	0.75047	0.95036	0.92375	0.851855
GO:0006986	response to unfolded protein	0.8602	0.86922	0.7099	0.64432	0.99954	0.64802	0.84463	0.95587	0.6976	0.97892	0.852415
GO:0034620	cellular response to unfolded protein	0.8602	0.86922	0.7099	0.64432	0.99954	0.64802	0.84463	0.95587	0.6976	0.97892	0.852415
GO:0008016	regulation of heart contraction	0.9816	0.91047	0.8937	0.83221	0.86153	0.84331	0.94793	0.80533	0.20297	0.66681	0.85242
GO:1903522	regulation of blood circulation	0.9816	0.91047	0.8937	0.83221	0.86153	0.84331	0.94793	0.80533	0.20297	0.66681	0.85242
GO:2000622	"regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	NA	0.83759	NA	NA	NA	0.84224	NA	NA	0.86366	0.8661	0.85295
GO:2000624	"positive regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	NA	0.83759	NA	NA	NA	0.84224	NA	NA	0.86366	0.8661	0.85295
GO:0006687	glycosphingolipid metabolic process	0.3385	0.79369	0.8559	0.94201	0.91907	0.76744	0.56082	0.98673	0.85936	0.85003	0.852965
GO:0006688	glycosphingolipid biosynthetic process	0.3385	0.79369	0.8559	0.94201	0.91907	0.76744	0.56082	0.98673	0.85936	0.85003	0.852965
GO:0007414	axonal defasciculation	1	0.98435	0.5985	0.78437	0.7801	0.96121	0.9995	0.79989	0.80785	0.89824	0.853045
GO:0097049	motor neuron apoptotic process	0.9156	0.79509	0.9262	0.94521	0.81331	0.6902	0.90487	0.78594	0.72756	0.89328	0.853295
GO:2000671	regulation of motor neuron apoptotic process	0.9156	0.79509	0.9262	0.94521	0.81331	0.6902	0.90487	0.78594	0.72756	0.89328	0.853295
GO:2000672	negative regulation of motor neuron apoptotic process	0.9156	0.79509	0.9262	0.94521	0.81331	0.6902	0.90487	0.78594	0.72756	0.89328	0.853295
GO:0060078	regulation of postsynaptic membrane potential	0.9658	0.84764	0.742	0.75609	0.82897	0.85918	0.93854	0.62464	0.95179	0.95884	0.85341
GO:0042074	cell migration involved in gastrulation	0.3523	0.99178	0.8991	0.83271	0.95619	0.87455	0.43626	0.99896	0.58842	0.61734	0.85363
GO:0042247	establishment of planar polarity of follicular epithelium	NA	NA	NA	NA	0.77998	NA	NA	0.85392	NA	0.98964	0.85392
GO:0007391	dorsal closure	0.1102	0.97117	0.6601	0.92336	0.89745	0.97296	0.81076	0.92622	0.15704	0.24631	0.854105
GO:0045610	regulation of hemocyte differentiation	0.9356	0.3328	0.8949	0.86768	0.96001	0.45592	0.91311	0.84071	0.66536	0.65922	0.854195
GO:0061077	chaperone-mediated protein folding	0.9054	0.60751	0.8221	0.86592	0.9425	0.84269	0.89252	0.88019	0.64305	0.82181	0.854305
GO:0034762	regulation of transmembrane transport	0.8361	0.85072	0.6652	0.94987	0.96327	0.85813	0.81058	0.97009	0.81582	0.90252	0.854425
GO:0034764	positive regulation of transmembrane transport	0.8361	0.85072	0.5583	0.90823	0.96327	0.85813	0.81058	0.97009	0.81582	0.90252	0.854425
GO:0034765	regulation of ion transmembrane transport	0.8361	0.85072	0.6652	0.94987	0.96327	0.85813	0.81058	0.97009	0.81582	0.90252	0.854425
GO:0034767	positive regulation of ion transmembrane transport	0.8361	0.85072	0.5583	0.90823	0.96327	0.85813	0.81058	0.97009	0.81582	0.90252	0.854425
GO:1904062	regulation of cation transmembrane transport	0.8361	0.85072	0.7862	0.99811	0.96327	0.85813	0.81058	0.97009	0.73406	0.88132	0.854425
GO:1904064	positive regulation of cation transmembrane transport	0.8361	0.85072	0.685	0.97467	0.96327	0.85813	0.81058	0.97009	0.73406	0.88132	0.854425
GO:0045456	ecdysteroid biosynthetic process	0.5067	0.87648	0.9105	0.87363	0.84323	0.86598	0.42403	0.77571	0.75592	0.93311	0.854605
GO:0046622	positive regulation of organ growth	0.5165	0.8465	0.7969	0.59827	0.87302	0.86377	0.5451	0.86835	0.99596	0.99517	0.855135
GO:0009953	dorsal/ventral pattern formation	0.8026	0.52536	0.9383	0.93133	0.97995	0.75001	0.749	0.80157	0.90773	0.94993	0.855165
GO:0007068	negative regulation of transcription during mitotic cell cycle	NA	NA	NA	NA	NA	NA	NA	NA	0.84913	0.86145	0.85529
GO:0007070	negative regulation of transcription from RNA polymerase II promoter during mitotic cell cycle	NA	NA	NA	NA	NA	NA	NA	NA	0.84913	0.86145	0.85529
GO:0034244	negative regulation of transcription elongation from RNA polymerase II promoter	NA	NA	NA	NA	NA	NA	NA	NA	0.84913	0.86145	0.85529
GO:0045896	regulation of transcription during mitotic cell cycle	NA	NA	NA	NA	NA	NA	NA	NA	0.84913	0.86145	0.85529
GO:0046021	regulation of transcription from RNA polymerase II promoter during mitotic cell cycle	NA	NA	NA	NA	NA	NA	NA	NA	0.84913	0.86145	0.85529
GO:0015711	organic anion transport	0.9993	0.85224	0.9354	0.88723	0.8484	0.66111	0.99997	0.85897	0.79277	0.84998	0.855605
GO:0010453	regulation of cell fate commitment	0.491	0.9118	0.6422	0.72937	0.944	0.92738	0.46553	0.80035	0.92784	0.95247	0.856075
