### GO term enrichment for convergent genes in reproductive tract samples when mapped to different ref transcriptomes (see ms)
# GO.ID	= GO term ID
# GO_desc = GO term description	
# toTbi_GSEA = Gene set enrichment p-value when mapped to Timema bartmani
# toTte_GSEA = Gene set enrichment p-value when mapped to Timema tahoe	
# toTce_GSEA = Gene set enrichment p-value when mapped to Timema cristinae
# toTms_GSEA = Gene set enrichment p-value when mapped to Timema monikensis
# toTps_GSEA = Gene set enrichment p-value when mapped to Timema poppensis
# toTdi_GSEA = Gene set enrichment p-value when mapped to Timema douglasi
# toTcm_GSEA = Gene set enrichment p-value when mapped to Timema californicum
# toTsi_GSEA = Gene set enrichment p-value when mapped to Timema shepardi
# toTpa_GSEA = Gene set enrichment p-value when mapped to Timema podura
# toTge_GSEA = Gene set enrichment p-value when mapped to Timema genevievae
# median_GSEA = Median gene set enrichment p-value across species references
GO.ID	GO_desc	toTsi_GSEA	toTce_GSEA	toTbi_GSEA	toTps_GSEA	toTcm_GSEA	toTte_GSEA	toTdi_GSEA	toTms_GSEA	toTge_GSEA	toTpa_GSEA	median_GSEA
GO:0051403	stress-activated MAPK cascade	0.84609	0.7508	0.45688	0.83879	0.79543	0.73849	0.83076	0.88862	0.8352	0.84013	0.83298
GO:0010454	negative regulation of cell fate commitment	0.72126	0.9259	0.91409	0.75674	0.70471	0.91151	0.95831	0.91779	0.6883	0.59313	0.834125
GO:0072329	monocarboxylic acid catabolic process	0.5096	0.8006	0.94685	0.88419	0.66664	0.8603	0.88394	0.80819	0.9173	0.66669	0.834245
GO:0048132	female germ-line stem cell asymmetric division	0.95838	0.7693	0.86741	0.7599	0.96147	0.81564	0.89011	0.85354	0.8066	0.80276	0.83459
GO:0098728	germline stem cell asymmetric division	0.95838	0.7693	0.86741	0.7599	0.96147	0.81564	0.89011	0.85354	0.8066	0.80276	0.83459
GO:0006000	fructose metabolic process	0.84034	0.802	0.96341	0.88425	0.82887	0.97097	0.71669	0.73129	0.8179	0.88328	0.834605
GO:0035023	regulation of Rho protein signal transduction	0.79255	0.9797	0.71831	0.49028	0.87706	0.51778	0.35822	0.99734	0.9322	0.88539	0.834805
GO:0010032	meiotic chromosome condensation	NA	NA	0.6978	NA	NA	0.78766	NA	NA	0.8859	0.88246	0.83506
GO:0000302	response to reactive oxygen species	0.79365	0.5193	0.76979	0.95614	0.34155	0.87651	0.94554	0.50499	0.983	0.99952	0.83508
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	0.6769	0.8554	0.83632	0.79302	0.55949	0.84675	0.6405	0.8339	0.8454	0.97024	0.83511
GO:0006631	fatty acid metabolic process	0.82862	0.9378	0.58067	0.62146	0.91904	0.71471	0.84173	0.89088	0.9004	0.60779	0.835175
GO:0090175	regulation of establishment of planar polarity	0.85553	0.8432	0.83533	0.73315	0.80835	0.83595	0.88234	0.92946	0.6	0.34589	0.83564
GO:0060031	mediolateral intercalation	0.72071	0.8542	0.83225	0.70357	0.94516	0.83906	0.6633	0.93128	0.6209	0.86018	0.835655
GO:0046843	dorsal appendage formation	0.98587	0.7443	0.71795	0.83713	0.86285	0.9834	0.99921	0.83506	0.5194	0.69161	0.836095
GO:0031648	protein destabilization	0.91545	0.6462	0.38114	0.91895	0.91534	0.88292	0.9091	0.64344	0.7912	0.77149	0.83706
GO:0060361	flight	0.79398	0.3593	0.99818	0.61309	0.58335	0.92924	0.98937	0.42914	0.8808	0.97008	0.83739
GO:0007386	compartment pattern specification	0.51975	0.6779	0.97987	0.88129	0.58641	0.98046	0.94613	0.69489	0.7936	0.97985	0.837445
GO:0051186	cofactor metabolic process	0.89042	0.8682	0.88043	0.83801	0.73445	0.83755	0.81084	0.76779	0.9694	0.81104	0.83778
GO:0060271	cilium assembly	0.75987	0.86	0.83416	0.90652	0.94117	0.7912	0.94332	0.78246	0.5267	0.84162	0.83789
GO:0042386	hemocyte differentiation	0.14425	0.9683	0.89975	0.94119	0.59089	0.77622	0.97892	0.98264	0.4058	0.45536	0.837985
GO:0001738	morphogenesis of a polarized epithelium	0.88914	0.6743	0.94456	0.78911	0.82552	0.85046	0.86951	0.91902	0.4876	0.78132	0.83799
GO:1902803	regulation of synaptic vesicle transport	0.98184	0.9419	0.24055	0.70406	0.98104	0.39266	0.67924	0.94132	0.7874	0.88875	0.838075
GO:1900074	negative regulation of neuromuscular synaptic transmission	0.74361	0.8673	0.89493	0.9005	0.80988	0.71744	0.94467	0.87731	0.536	0.70869	0.83859
GO:0009218	pyrimidine ribonucleotide metabolic process	0.99488	0.8079	0.94112	0.73784	0.96118	0.54603	0.68507	0.98437	0.8336	0.84361	0.838605
GO:0009220	pyrimidine ribonucleotide biosynthetic process	0.99488	0.8079	0.94112	0.73784	0.96118	0.54603	0.68507	0.98437	0.8336	0.84361	0.838605
GO:0043242	negative regulation of protein complex disassembly	0.60316	0.5363	0.81546	0.99117	0.58974	0.86236	0.99932	0.36105	0.9435	0.95122	0.83891
GO:1901880	negative regulation of protein depolymerization	0.60316	0.5363	0.81546	0.99117	0.58974	0.86236	0.99932	0.36105	0.9435	0.95122	0.83891
GO:0008152	metabolic process	0.40207	0.8593	0.81876	0.91716	0.79713	0.9156	0.88071	0.92739	0.5768	0.1035	0.83903
GO:0097205	renal filtration	0.90676	0.6811	0.90393	0.84596	0.95865	0.80712	0.84789	0.62945	0.8321	0.77102	0.83903
GO:0097206	nephrocyte filtration	0.90676	0.6811	0.90393	0.84596	0.95865	0.80712	0.84789	0.62945	0.8321	0.77102	0.83903
GO:0045752	positive regulation of Toll signaling pathway	0.85577	0.7243	0.90178	0.12565	0.78615	0.91912	0.39962	0.82257	0.987	0.95606	0.83917
GO:0046824	positive regulation of nucleocytoplasmic transport	0.6132	0.8255	0.84554	0.92563	0.38315	0.68152	0.86114	0.89939	0.8823	0.8333	0.83942
GO:0007041	lysosomal transport	0.83546	0.8837	0.60765	0.80585	0.84411	0.98896	0.91991	0.89006	0.3524	0.30989	0.839785
GO:0090630	activation of GTPase activity	0.88668	NA	NA	0.85986	0.69958	NA	0.84901	NA	0.8289	0.83059	0.8398
GO:0010324	membrane invagination	0.99093	0.8308	0.83298	0.80573	0.99287	0.83861	0.8381	0.84139	0.9827	0.85337	0.84
GO:0099024	plasma membrane invagination	0.99093	0.8308	0.83298	0.80573	0.99287	0.83861	0.8381	0.84139	0.9827	0.85337	0.84
GO:0001655	urogenital system development	0.92491	0.7518	0.97992	0.94615	0.75636	0.92425	0.93346	0.51493	0.4065	0.4563	0.840305
GO:0072001	renal system development	0.92491	0.7518	0.97992	0.94615	0.75636	0.92425	0.93346	0.51493	0.4065	0.4563	0.840305
GO:0031034	myosin filament assembly	0.67905	0.5566	0.92766	0.80075	0.45268	0.88052	0.97333	0.60568	0.9603	0.88887	0.840635
GO:0035321	maintenance of imaginal disc-derived wing hair orientation	0.99517	0.9124	0.77978	0.04518	0.99612	0.29638	0.0411	0.9214	0.5373	0.90231	0.841045
GO:0008535	respiratory chain complex IV assembly	0.70631	0.1917	0.49447	0.97395	0.83425	0.84865	0.98143	0.27883	0.9674	0.97632	0.84145
GO:0018991	oviposition	0.12613	0.832	0.94804	0.18955	0.01951	0.95962	0.16543	0.89152	0.9547	0.85101	0.841505
GO:0008407	chaeta morphogenesis	0.84902	0.7435	0.92948	0.57666	0.7782	0.97294	0.91773	0.71785	0.8347	0.87928	0.84186
GO:0042686	regulation of cardioblast cell fate specification	0.70364	0.819	0.94942	0.54453	0.69024	0.94787	0.86576	0.81826	0.9239	0.95952	0.84238
GO:0051890	regulation of cardioblast differentiation	0.70364	0.819	0.94942	0.54453	0.69024	0.94787	0.86576	0.81826	0.9239	0.95952	0.84238
GO:1905207	regulation of cardiocyte differentiation	0.70364	0.819	0.94942	0.54453	0.69024	0.94787	0.86576	0.81826	0.9239	0.95952	0.84238
GO:2000043	regulation of cardiac cell fate specification	0.70364	0.819	0.94942	0.54453	0.69024	0.94787	0.86576	0.81826	0.9239	0.95952	0.84238
GO:0001775	cell activation	0.9254	0.8489	0.69572	0.5402	0.97786	0.8371	0.57765	0.74288	0.9099	0.84985	0.843
GO:0061028	establishment of endothelial barrier	NA	0.9668	NA	NA	NA	NA	NA	0.72002	NA	NA	0.84341
GO:0048072	compound eye pigmentation	0.92832	0.8692	0.43229	0.97877	0.92874	0.67834	0.96102	0.81794	0.6434	0.68963	0.84357
GO:0030241	skeletal muscle myosin thick filament assembly	0.84337	0.5741	0.93174	0.69577	0.82021	0.90113	0.97734	0.60886	0.8438	0.8522	0.843585
GO:0071688	striated muscle myosin thick filament assembly	0.84337	0.5741	0.93174	0.69577	0.82021	0.90113	0.97734	0.60886	0.8438	0.8522	0.843585
GO:0043567	regulation of insulin-like growth factor receptor signaling pathway	NA	1	0.74078	0.94667	NA	0.71899	0.95022	0.99968	0.6749	0.70982	0.843725
GO:0007561	imaginal disc eversion	0.84758	0.8587	0.18782	0.98144	0.84002	0.17796	0.95111	0.87447	0.7311	0.79862	0.8438
GO:0000422	mitophagy	0.76649	0.9244	0.45428	0.85619	0.53001	0.59013	0.83425	0.92116	0.9325	0.85337	0.84381
GO:0061726	mitochondrion disassembly	0.76649	0.9244	0.45428	0.85619	0.53001	0.59013	0.83425	0.92116	0.9325	0.85337	0.84381
GO:0007521	muscle cell fate determination	NA	NA	0.96257	0.67413	NA	0.93587	0.81127	NA	0.847	0.84177	0.844385
GO:0055001	muscle cell development	0.59777	0.855	0.99896	0.85491	0.44466	0.99428	0.82494	0.88105	0.8339	0.80861	0.844405
GO:0048383	mesectoderm development	0.7866	0.8251	0.92405	0.58024	0.87696	0.99334	0.58185	0.86408	0.5148	0.87086	0.84459
GO:0044782	cilium organization	0.71166	0.86	0.85261	0.90652	0.93957	0.8106	0.94332	0.78246	0.5514	0.83676	0.844685
GO:0006732	coenzyme metabolic process	0.8359	0.9518	0.94059	0.70471	0.76708	0.95791	0.80354	0.85606	0.9747	0.7102	0.84598
GO:0090097	regulation of decapentaplegic signaling pathway	0.84641	NA	0.9418	NA	NA	0.90686	NA	NA	0.7379	0.65691	0.84641
GO:0014866	skeletal myofibril assembly	0.9688	0.6535	0.98575	0.81262	0.9529	0.999	0.88103	0.64373	0.7678	0.78945	0.846825
GO:0046685	response to arsenic-containing substance	0.11649	0.8323	0.40619	0.86191	0.16736	0.33309	0.88943	0.92345	0.9204	0.96505	0.847105
GO:0008063	Toll signaling pathway	0.83535	0.9788	0.85994	0.4498	0.95172	0.92855	0.58533	0.8015	0.9087	0.82453	0.847645
GO:0008154	actin polymerization or depolymerization	0.53964	0.9034	0.8169	0.97203	0.6059	0.87841	0.99952	0.91979	0.6274	0.55865	0.847655
GO:0019079	viral genome replication	0.26267	0.8169	0.95846	0.89629	0.14952	0.88313	0.91098	0.87846	0.7026	0.79587	0.84768
GO:0070925	organelle assembly	0.61042	0.9987	0.46525	0.85166	0.84889	0.65971	0.68027	0.99898	0.8465	0.97385	0.847695
GO:2000242	negative regulation of reproductive process	0.84616	0.8728	0.56052	0.99939	0.72357	0.93443	0.94053	0.84934	0.646	0.50594	0.84775
GO:0042992	negative regulation of transcription factor import into nucleus	0.69507	0.9419	0.88223	0.9374	0.43786	0.86017	0.95149	0.76119	0.7435	0.8354	0.847785
GO:0042994	cytoplasmic sequestering of transcription factor	0.69507	0.9419	0.88223	0.9374	0.43786	0.86017	0.95149	0.76119	0.7435	0.8354	0.847785
GO:0043623	cellular protein complex assembly	0.88825	0.4517	0.67473	0.99781	0.81262	0.80696	0.99884	0.45331	0.8839	0.90746	0.84826
GO:0048562	embryonic organ morphogenesis	0.89019	0.886	0.62845	0.88021	0.88669	0.73495	0.82669	0.86994	0.748	0.72847	0.848315
GO:0044699	single-organism process	0.78256	0.4635	0.82693	0.9089	0.71373	0.83033	0.86688	0.91868	0.9464	0.95754	0.848605
GO:0071907	determination of digestive tract left/right asymmetry	0.78968	0.8727	0.75827	0.9662	0.88696	0.9245	0.95162	0.8256	0.644	0.63729	0.84915
GO:0051168	nuclear export	0.62668	0.8796	0.98257	0.88201	0.36003	0.97615	0.82254	0.87586	0.3726	0.29788	0.8492
GO:0048104	establishment of body hair or bristle planar orientation	0.99215	0.8746	0.72732	0.88696	0.99369	0.46647	0.84988	0.8496	0.5398	0.55754	0.84974
GO:0006611	protein export from nucleus	0.72471	0.8955	0.99223	0.93909	0.37221	0.99206	0.80418	0.90398	0.6201	0.61811	0.84984
GO:0009593	detection of chemical stimulus	0.52837	0.8046	0.7641	0.89522	0.55571	0.74791	0.91222	0.99289	0.8951	0.90838	0.84985
GO:0007368	determination of left/right symmetry	0.92156	0.7792	0.89204	0.95345	0.94593	0.80794	0.95653	0.71656	0.706	0.67199	0.84999
GO:0006568	tryptophan metabolic process	0.83231	0.8685	NA	0.92898	0.83261	NA	0.96116	0.91386	0.7921	0.81978	0.850555
GO:0006586	indolalkylamine metabolic process	0.83231	0.8685	NA	0.92898	0.83261	NA	0.96116	0.91386	0.7921	0.81978	0.850555
GO:0003365	establishment of cell polarity involved in ameboidal cell migration	0.804	0.85	0.88557	0.64711	0.89641	0.89401	0.64855	0.90503	0.4273	0.8522	0.8511
GO:0003371	establishment or maintenance of cytoskeleton polarity involved in ameboidal cell migration	0.804	0.85	0.88557	0.64711	0.89641	0.89401	0.64855	0.90503	0.4273	0.8522	0.8511
GO:0003379	establishment of cell polarity involved in gastrulation cell migration	0.804	0.85	0.88557	0.64711	0.89641	0.89401	0.64855	0.90503	0.4273	0.8522	0.8511
GO:0003380	establishment or maintenance of cytoskeleton polarity involved in gastrulation	0.804	0.85	0.88557	0.64711	0.89641	0.89401	0.64855	0.90503	0.4273	0.8522	0.8511
GO:0010470	regulation of gastrulation	0.804	0.85	0.88557	0.64711	0.89641	0.89401	0.64855	0.90503	0.4273	0.8522	0.8511
GO:0017004	cytochrome complex assembly	0.64705	0.3797	0.55745	0.98573	0.83042	0.87265	0.99681	0.42811	0.9602	0.97112	0.851535
GO:0070920	regulation of production of small RNA involved in gene silencing by RNA	0.79024	0.9059	0.85686	0.95566	0.7503	0.81783	0.9628	0.90611	0.8482	0.83683	0.85253
GO:0002252	immune effector process	0.75219	0.9722	0.81807	0.89693	0.81106	0.79672	0.84601	0.99209	0.9039	0.85932	0.852665
GO:0042441	eye pigment metabolic process	0.77389	0.8428	0.78419	0.97108	0.85249	0.90078	0.87877	0.9319	0.853	0.74307	0.852745
GO:0043324	pigment metabolic process involved in developmental pigmentation	0.77389	0.8428	0.78419	0.97108	0.85249	0.90078	0.87877	0.9319	0.853	0.74307	0.852745
GO:0043474	pigment metabolic process involved in pigmentation	0.77389	0.8428	0.78419	0.97108	0.85249	0.90078	0.87877	0.9319	0.853	0.74307	0.852745
GO:0090329	regulation of DNA-dependent DNA replication	0.84927	0.9045	0.7764	0.78343	0.85659	0.75162	0.80401	0.88566	0.9303	0.9251	0.85293
GO:2000104	negative regulation of DNA-dependent DNA replication	0.84927	0.9045	0.7764	0.78343	0.85659	0.75162	0.80401	0.88566	0.9303	0.9251	0.85293
GO:0090646	mitochondrial tRNA processing	NA	0.68	0.88572	NA	NA	0.82071	NA	0.58573	0.9106	0.90679	0.853215
GO:0006635	fatty acid beta-oxidation	0.90283	0.8081	0.83162	0.87498	0.80672	0.72801	0.95758	0.93801	0.9534	0.79898	0.8533
GO:0007271	"synaptic transmission, cholinergic"	0.52508	0.8091	0.90436	0.93539	0.75224	0.89756	0.92505	0.71545	0.6898	0.96204	0.85333
GO:0043094	cellular metabolic compound salvage	0.73502	1	0.90658	0.86472	0.75345	0.91343	0.82692	0.92097	0.7102	0.84238	0.85355
GO:1903578	regulation of ATP metabolic process	0.32313	0.7706	0.95427	0.47518	0.32939	0.93936	0.98035	0.82754	0.9532	0.88129	0.854415
GO:0007429	"secondary branching, open tracheal system"	NA	NA	0.8692	NA	NA	0.83968	NA	NA	NA	NA	0.85444
GO:0002213	defense response to insect	NA	NA	0.96257	0.67413	NA	0.93587	0.86247	NA	0.847	0.84177	0.854735
GO:0016126	sterol biosynthetic process	0.93165	0.4641	0.88156	0.78143	0.94318	0.8395	0.87176	0.50634	0.7763	0.91034	0.85563
GO:1902653	secondary alcohol biosynthetic process	0.93165	0.4641	0.88156	0.78143	0.94318	0.8395	0.87176	0.50634	0.7763	0.91034	0.85563
GO:2000253	positive regulation of feeding behavior	0.92656	0.853	0.27601	0.93734	0.80422	0.61252	0.81819	0.85856	0.9458	0.93872	0.85578
GO:0032989	cellular component morphogenesis	0.81412	0.9367	0.4454	0.45083	0.94477	0.95672	0.82202	0.90215	0.7567	0.89013	0.856075
GO:0010591	regulation of lamellipodium assembly	0.99546	0.6077	0.80588	0.93615	0.99066	0.6323	0.92823	0.58885	0.802	0.90883	0.857355
GO:1902743	regulation of lamellipodium organization	0.99546	0.6077	0.80588	0.93615	0.99066	0.6323	0.92823	0.58885	0.802	0.90883	0.857355
GO:0014706	striated muscle tissue development	0.73578	0.8908	0.97508	0.88966	0.7883	0.97419	0.75932	0.79419	0.861	0.85442	0.85771
GO:0042307	positive regulation of protein import into nucleus	0.60207	0.8959	0.85766	0.99626	0.34284	0.6994	0.85808	0.93984	0.8728	0.76229	0.85787
GO:1900182	positive regulation of protein localization to nucleus	0.60207	0.8959	0.85766	0.99626	0.34284	0.6994	0.85808	0.93984	0.8728	0.76229	0.85787
GO:1904591	positive regulation of protein import	0.60207	0.8959	0.85766	0.99626	0.34284	0.6994	0.85808	0.93984	0.8728	0.76229	0.85787
GO:0044110	growth involved in symbiotic interaction	0.94892	0.8956	0.26733	0.9936	0.91983	0.44765	0.99516	0.46881	0.7872	0.82075	0.858175
GO:0044116	growth of symbiont involved in interaction with host	0.94892	0.8956	0.26733	0.9936	0.91983	0.44765	0.99516	0.46881	0.7872	0.82075	0.858175
GO:0044117	growth of symbiont in host	0.94892	0.8956	0.26733	0.9936	0.91983	0.44765	0.99516	0.46881	0.7872	0.82075	0.858175
GO:0044126	regulation of growth of symbiont in host	0.94892	0.8956	0.26733	0.9936	0.91983	0.44765	0.99516	0.46881	0.7872	0.82075	0.858175
GO:0044130	negative regulation of growth of symbiont in host	0.94892	0.8956	0.26733	0.9936	0.91983	0.44765	0.99516	0.46881	0.7872	0.82075	0.858175
GO:0044144	modulation of growth of symbiont involved in interaction with host	0.94892	0.8956	0.26733	0.9936	0.91983	0.44765	0.99516	0.46881	0.7872	0.82075	0.858175
GO:0044146	negative regulation of growth of symbiont involved in interaction with host	0.94892	0.8956	0.26733	0.9936	0.91983	0.44765	0.99516	0.46881	0.7872	0.82075	0.858175
GO:0009651	response to salt stress	0.83457	0.8993	0.52658	0.97257	0.88586	0.49637	0.9593	0.88194	0.7706	0.70318	0.858255
GO:0008347	glial cell migration	0.87308	0.7389	0.95323	0.87353	0.81595	0.98808	0.98726	0.81997	0.8301	0.84345	0.858265
GO:0048566	embryonic digestive tract development	0.93213	0.8466	0.61732	0.96877	0.9673	0.5901	0.97759	0.86994	0.8217	0.83672	0.85827
GO:0007020	microtubule nucleation	NA	0.8454	NA	NA	NA	NA	NA	0.87187	NA	NA	0.858635
GO:0016180	snRNA processing	0.88648	0.796	0.89032	0.75178	0.88647	0.88945	0.87827	0.83982	0.7459	0.66793	0.859045
GO:0046827	positive regulation of protein export from nucleus	0.91838	0.8167	0.9546	0.55922	0.88516	0.91431	0.91311	0.8333	0.516	0.77389	0.85923
GO:0043545	molybdopterin cofactor metabolic process	0.76576	0.8471	0.99001	0.89663	0.84912	0.99323	0.87084	0.833	NA	NA	0.85998
GO:0051189	prosthetic group metabolic process	0.76576	0.8471	0.99001	0.89663	0.84912	0.99323	0.87084	0.833	NA	NA	0.85998
GO:0006697	ecdysone biosynthetic process	0.93165	0.4641	0.88156	0.7486	0.94318	0.8395	0.88104	0.50634	0.7763	0.91034	0.86027
GO:0006011	UDP-glucose metabolic process	0.88275	0.9955	0.82272	0.89896	0.83827	0.82121	0.99824	0.99727	0.7972	0.77738	0.86051
GO:0060966	regulation of gene silencing by RNA	0.81175	0.9615	0.79429	0.85541	0.88939	0.86568	0.87762	0.97886	0.8003	0.73841	0.860545
GO:0032387	negative regulation of intracellular transport	0.70416	0.9199	0.61772	0.92166	0.52038	0.98132	0.94819	0.84464	0.8781	0.82394	0.86137
GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	0.77579	0.9983	0.85713	0.93512	0.64206	0.86609	0.95514	0.93784	0.3882	0.79012	0.86161
GO:0007319	negative regulation of oskar mRNA translation	0.866	1	0.47666	0.983	0.60544	0.63217	0.99753	1	0.8531	0.85844	0.86222
GO:1904059	regulation of locomotor rhythm	0.54625	0.8468	0.92439	0.39744	0.52368	0.92781	0.26614	0.90854	0.878	0.96866	0.8624
GO:0042689	regulation of crystal cell differentiation	0.85524	NA	0.96754	0.67413	0.84956	0.96421	1	NA	0.8696	0.84177	0.86242
GO:0046349	amino sugar biosynthetic process	NA	0.995	0.53794	0.88316	NA	0.4926	0.89691	0.98438	0.8429	0.8246	0.86303
GO:0002251	organ or tissue specific immune response	0.82703	0.9444	0.32942	0.90942	0.84049	0.55788	0.9094	0.88631	0.8107	0.89382	0.8634
GO:0002385	mucosal immune response	0.82703	0.9444	0.32942	0.90942	0.84049	0.55788	0.9094	0.88631	0.8107	0.89382	0.8634
GO:0051258	protein polymerization	0.83611	0.7905	0.98532	0.94633	0.8587	0.98928	0.86919	0.91476	0.7234	0.69789	0.863945
GO:0090132	epithelium migration	0.92386	0.6315	0.56915	0.98874	0.95545	0.49443	0.93276	0.83141	0.6463	0.89655	0.86398
GO:0006544	glycine metabolic process	0.79225	0.884	0.8596	0.75383	0.79535	0.86956	0.76408	0.88221	0.9025	0.90385	0.86458
GO:0042417	dopamine metabolic process	0.91591	0.7999	0.83727	0.91497	0.89973	0.83805	0.94536	0.89211	0.4526	0.4591	0.86508
GO:0097150	neuronal stem cell population maintenance	0.92709	0.7291	0.85699	0.80143	0.99002	0.85466	0.99145	0.52275	0.8741	0.91787	0.865545
GO:0042180	cellular ketone metabolic process	0.89142	0.8068	0.87714	0.76553	0.9729	0.80562	0.89643	0.85539	0.8101	0.89207	0.866265
GO:0046513	ceramide biosynthetic process	0.93195	0.6094	NA	0.87902	0.92594	NA	0.85402	0.63957	NA	NA	0.86652
GO:0016051	carbohydrate biosynthetic process	0.31491	0.9047	0.961	0.97815	0.41875	0.92902	0.9505	0.82935	0.4342	0.75313	0.867025
GO:0048311	mitochondrion distribution	0.9254	NA	0.84929	0.9728	0.88571	0.74459	0.98477	NA	0.5312	0.55215	0.8675
GO:0035172	hemocyte proliferation	0.16936	0.9913	0.85641	0.90702	0.71085	0.87879	0.93579	0.98512	0.6657	0.70948	0.8676
GO:0014019	neuroblast development	0.86037	0.4646	0.98078	0.46456	0.87647	0.97721	0.83854	0.37334	0.9109	0.9125	0.86842
GO:0071478	cellular response to radiation	0.8359	0.8663	0.4905	0.96086	0.77033	0.27863	0.916	0.99233	0.871	0.8878	0.86865
GO:0034472	snRNA 3'-end processing	0.87912	0.7247	0.88379	0.8682	0.87911	0.88293	0.86995	0.82097	0.7459	0.66793	0.869075
GO:0030032	lamellipodium assembly	0.9271	0.5915	0.83115	0.82209	0.90439	0.8362	0.94888	0.47424	0.9425	0.90758	0.870295
GO:0097581	lamellipodium organization	0.9271	0.5915	0.83115	0.82209	0.90439	0.8362	0.94888	0.47424	0.9425	0.90758	0.870295
GO:0032543	mitochondrial translation	0.89918	0.8683	0.88554	0.87259	0.92628	0.65388	0.9942	0.78223	0.2001	0.61345	0.870445
GO:0044710	single-organism metabolic process	0.87498	0.8062	0.88586	0.89244	0.85616	0.91954	0.86612	0.81807	0.9135	0.75155	0.87055
GO:0031145	anaphase-promoting complex-dependent catabolic process	0.62453	0.9218	0.91932	0.81669	0.53099	0.82877	0.9513	0.932	0.9127	0.57449	0.870735
GO:0045610	regulation of hemocyte differentiation	0.48203	0.9671	0.92861	0.95365	0.73942	0.81389	0.95161	0.98606	0.5491	0.56156	0.87125
GO:0006726	eye pigment biosynthetic process	0.77389	0.8355	0.88642	0.96997	0.85249	0.96379	0.87384	0.92744	0.8719	0.82226	0.87287
GO:0042306	regulation of protein import into nucleus	0.37146	0.9096	0.72531	0.98787	0.28135	0.63292	0.85398	0.89237	0.9521	0.90115	0.873175
GO:1900180	regulation of protein localization to nucleus	0.37146	0.9096	0.72531	0.98787	0.28135	0.63292	0.85398	0.89237	0.9521	0.90115	0.873175
GO:1903533	regulation of protein targeting	0.37146	0.9096	0.72531	0.98787	0.28135	0.63292	0.85398	0.89237	0.9521	0.90115	0.873175
GO:1904589	regulation of protein import	0.37146	0.9096	0.72531	0.98787	0.28135	0.63292	0.85398	0.89237	0.9521	0.90115	0.873175
GO:0046844	micropyle formation	0.98839	0.8084	0.70092	0.94538	0.71075	0.68233	0.95111	0.82699	0.9194	0.94169	0.873195
GO:0007015	actin filament organization	0.82598	0.9046	0.81906	0.97911	0.69476	0.90655	0.99997	0.97089	0.6737	0.84346	0.87403
GO:0060288	formation of a compartment boundary	0.51975	0.6779	0.97987	0.88129	0.58641	0.98046	0.94613	0.69489	0.8675	0.98167	0.874395
GO:0046823	negative regulation of nucleocytoplasmic transport	0.70416	0.9199	0.64961	0.93212	0.52038	0.99126	0.95304	0.84464	0.9021	0.84739	0.874745
GO:0090317	negative regulation of intracellular protein transport	0.70416	0.9199	0.64961	0.93212	0.52038	0.99126	0.95304	0.84464	0.9021	0.84739	0.874745
GO:0035298	regulation of Malpighian tubule size	0.81315	0.8756	0.99986	0.90548	0.87681	0.92439	0.87267	0.76788	0.5672	NA	0.8756
GO:0033157	regulation of intracellular protein transport	0.47724	0.8239	0.87876	0.88887	0.33424	0.87312	0.89932	0.59301	0.9434	0.98836	0.87594
GO:0031340	positive regulation of vesicle fusion	0.88931	0.7941	NA	0.95699	0.86275	NA	0.9538	0.79927	NA	NA	0.87603
GO:0001963	"synaptic transmission, dopaminergic"	0.88584	0.8035	0.51034	0.93861	0.86719	0.57088	0.93105	0.80271	0.9365	0.96127	0.876515
GO:0032225	"regulation of synaptic transmission, dopaminergic"	0.88584	0.8035	0.51034	0.93861	0.86719	0.57088	0.93105	0.80271	0.9365	0.96127	0.876515
GO:0090098	positive regulation of decapentaplegic signaling pathway	NA	NA	0.89742	NA	NA	0.85832	NA	NA	NA	NA	0.87787
GO:0090130	tissue migration	0.9485	0.6204	0.61683	0.98794	0.96768	0.61117	0.93377	0.82285	0.6693	0.93353	0.87819
GO:0035155	"negative regulation of terminal cell fate specification, open tracheal system"	NA	NA	0.71307	0.9447	NA	0.71874	1	NA	0.8901	0.86632	0.87821
GO:0035157	negative regulation of fusion cell fate specification	NA	NA	0.71307	0.9447	NA	0.71874	1	NA	0.8901	0.86632	0.87821
GO:0016054	organic acid catabolic process	0.65963	0.8532	0.96188	0.90545	0.73462	0.9255	0.90623	0.74323	0.9224	0.56254	0.879325
GO:0046395	carboxylic acid catabolic process	0.65963	0.8532	0.96188	0.90545	0.73462	0.9255	0.90623	0.74323	0.9224	0.56254	0.879325
GO:0007613	memory	0.89037	0.9761	0.68024	0.91933	0.86951	0.54154	0.97201	0.9139	0.4885	0.49048	0.87994
GO:0006030	chitin metabolic process	0.86772	0.9919	0.53859	0.9924	0.85663	0.78152	0.99331	0.97079	0.7275	0.89323	0.880475
GO:0006584	catecholamine metabolic process	0.92677	0.8476	0.85258	0.90758	0.91082	0.85337	0.94052	0.93451	0.792	0.55426	0.880475
GO:0009712	catechol-containing compound metabolic process	0.92677	0.8476	0.85258	0.90758	0.91082	0.85337	0.94052	0.93451	0.792	0.55426	0.880475
GO:0007221	positive regulation of transcription of Notch receptor target	0.95373	0.8882	0.88516	0.82898	0.98409	0.94201	0.83497	0.87607	0.5528	0.58898	0.880615
