### GO term enrichment for convergent genes in leg samples when mapped to different ref transcriptomes (see ms)
# GO.ID	= GO term ID
# GO_desc = GO term description	
# toTbi_GSEA = Gene set enrichment p-value when mapped to Timema bartmani
# toTte_GSEA = Gene set enrichment p-value when mapped to Timema tahoe	
# toTce_GSEA = Gene set enrichment p-value when mapped to Timema cristinae
# toTms_GSEA = Gene set enrichment p-value when mapped to Timema monikensis
# toTps_GSEA = Gene set enrichment p-value when mapped to Timema poppensis
# toTdi_GSEA = Gene set enrichment p-value when mapped to Timema douglasi
# toTcm_GSEA = Gene set enrichment p-value when mapped to Timema californicum
# toTsi_GSEA = Gene set enrichment p-value when mapped to Timema shepardi
# toTpa_GSEA = Gene set enrichment p-value when mapped to Timema podura
# toTge_GSEA = Gene set enrichment p-value when mapped to Timema genevievae
# median_GSEA = Median gene set enrichment p-value across species references
GO.ID	GO_desc	toTpa_GSEA	toTge_GSEA	toTms_GSEA	toTte_GSEA	toTdi_GSEA	toTps_GSEA	toTcm_GSEA	toTsi_GSEA	toTce_GSEA	toTbi_GSEA	median_GSEA
GO:0046598	positive regulation of viral entry into host cell	0.6988	0.70114	0.74923	0.82747	0.53571	0.57442	0.56581	0.23205	0.67494	0.66353	0.669235
GO:0050684	regulation of mRNA processing	0.6772	0.66167	0.70194	0.52656	0.86468	0.82393	0.60471	0.57621	0.25351	0.68295	0.669435
GO:1902803	regulation of synaptic vesicle transport	0.4408	0.53447	0.64653	0.21258	0.93002	0.97528	0.87256	0.89082	0.69304	0.20892	0.669785
GO:0006583	melanin biosynthetic process from tyrosine	NA	NA	NA	NA	0.64055	0.69926	NA	NA	NA	NA	0.669905
GO:0042438	melanin biosynthetic process	NA	NA	NA	NA	0.64055	0.69926	NA	NA	NA	NA	0.669905
GO:0006796	phosphate-containing compound metabolic process	0.8853	0.86172	0.49347	0.65238	0.59086	0.45231	0.78433	0.80057	0.36428	0.68784	0.67011
GO:0007479	leg disc proximal/distal pattern formation	0.8524	0.84542	0.496	0.09738	NA	NA	0.99319	0.98295	0.49332	0.0792	0.67071
GO:0035223	leg disc pattern formation	0.8524	0.84542	0.496	0.09738	NA	NA	0.99319	0.98295	0.49332	0.0792	0.67071
GO:0090097	regulation of decapentaplegic signaling pathway	0.5881	0.75349	0.76672	0.47237	NA	NA	0.87614	0.85552	0.49332	0.49528	0.670795
GO:0043044	ATP-dependent chromatin remodeling	0.5899	0.59623	0.48487	0.62298	0.73246	0.78399	0.88964	0.90711	0.17439	0.71887	0.670925
GO:0007279	pole cell formation	0.6689	0.67319	0.93414	0.97266	0.13883	0.26518	0.37167	0.48003	0.92227	0.88811	0.671045
GO:0016348	imaginal disc-derived leg joint morphogenesis	0.6226	0.73704	0.92306	0.49461	0.81072	0.65454	0.54348	0.6884	0.68769	0.21551	0.671115
GO:0006739	NADP metabolic process	0.8343	0.88176	0.58621	0.66884	0.63368	0.66047	0.96329	0.75099	0.53358	0.67376	0.6713
GO:0022409	positive regulation of cell-cell adhesion	0.8469	0.56619	0.07618	0.07179	0.81641	0.77683	0.91505	0.87753	0.08535	0.19369	0.67151
GO:0002252	immune effector process	0.8852	0.66508	0.88989	0.67812	0.43619	0.75183	0.553	0.63785	0.55879	0.79919	0.6716
GO:0048639	positive regulation of developmental growth	0.7266	0.65098	0.69323	0.34962	0.75832	0.7915	0.73608	0.43781	0.56277	0.56629	0.672105
GO:0032368	regulation of lipid transport	0.7588	0.71935	0.37669	0.66359	0.38591	0.36094	0.79956	0.75054	0.39878	0.68101	0.6723
GO:0072337	modified amino acid transport	0.3587	0.44382	0.94058	0.73225	0.93879	0.93954	0.24147	0.18985	0.92945	0.61243	0.67234
GO:0008063	Toll signaling pathway	0.3704	0.39426	0.70357	0.64155	0.78652	0.80268	0.7668	0.43861	0.90529	0.58541	0.67256
GO:0007626	locomotory behavior	0.9958	0.99894	0.49595	0.78876	0.63238	0.57157	0.44487	0.53829	0.71281	0.89082	0.672595
GO:0045456	ecdysteroid biosynthetic process	0.4174	0.6725	0.67387	0.97835	0.46614	0.25577	0.62129	0.71399	0.6905	0.96641	0.673185
GO:0042219	cellular modified amino acid catabolic process	0.9378	0.94326	0.5951	0.60732	0.9493	0.91696	0.66736	0.68011	0.6231	0.63217	0.673735
GO:0006914	autophagy	0.9776	0.99276	0.73898	0.51666	0.66259	0.8356	0.52915	0.55756	0.68525	0.39099	0.67392
GO:0002121	inter-male aggressive behavior	0.9805	0.90286	0.64259	0.74691	0.4784	0.38716	0.70536	0.57422	0.80191	0.62329	0.673975
GO:0032536	regulation of cell projection size	NA	NA	0.51472	0.99175	0.67798	0.67063	NA	NA	0.56917	0.71665	0.674305
GO:0048468	cell development	0.5341	0.68498	0.59087	0.77518	0.93004	0.90121	0.49642	0.66364	0.88546	0.56175	0.67431
GO:0080182	histone H3-K4 trimethylation	NA	NA	NA	NA	0.68032	0.6684	NA	NA	NA	NA	0.67436
GO:0034058	endosomal vesicle fusion	0.7029	0.68617	0.80692	0.2646	0.64998	0.45556	0.89717	0.66319	0.99109	0.28439	0.67468
GO:0048227	plasma membrane to endosome transport	0.7029	0.68617	0.80692	0.2646	0.64998	0.45556	0.89717	0.66319	0.99109	0.28439	0.67468
GO:0003333	amino acid transmembrane transport	0.8013	0.75455	0.64927	0.6308	0.6588	0.70778	0.69062	0.57818	0.77853	0.6521	0.67471
GO:0090254	cell elongation involved in imaginal disc-derived wing morphogenesis	0.9408	0.87814	0.09785	0.65976	0.44791	0.41313	0.68985	0.72753	0.34107	0.79014	0.674805
GO:0042398	cellular modified amino acid biosynthetic process	0.1784	0.60202	0.69835	0.59633	0.58776	0.70852	0.98166	0.99019	0.72473	0.65238	0.675365
GO:0001752	compound eye photoreceptor fate commitment	0.9329	0.80192	0.86816	0.16341	0.60038	0.57879	0.66716	0.68362	0.90325	0.59091	0.67539
GO:0042706	eye photoreceptor cell fate commitment	0.9329	0.80192	0.86816	0.16341	0.60038	0.57879	0.66716	0.68362	0.90325	0.59091	0.67539
GO:0044712	single-organism catabolic process	0.864	0.61627	0.4938	0.20023	0.87442	0.84382	0.963	0.73496	0.29943	0.24552	0.675615
GO:0046348	amino sugar catabolic process	0.8238	0.53088	0.25816	0.75027	0.67985	0.69315	0.67158	0.41309	0.26544	0.74761	0.675715
GO:1901072	glucosamine-containing compound catabolic process	0.8238	0.53088	0.25816	0.75027	0.67985	0.69315	0.67158	0.41309	0.26544	0.74761	0.675715
GO:0051208	sequestering of calcium ion	0.7967	0.82224	0.45862	0.82312	0.41228	0.44488	0.76154	0.76303	0.59002	0.46528	0.67578
GO:0051238	sequestering of metal ion	0.7967	0.82224	0.45862	0.82312	0.41228	0.44488	0.76154	0.76303	0.59002	0.46528	0.67578
GO:0031987	locomotion involved in locomotory behavior	0.85	0.83701	0.12732	0.55461	0.98419	0.99684	0.54203	0.60774	0.6798	0.67219	0.675995
GO:0042445	hormone metabolic process	0.1485	0.32164	0.21498	0.79782	0.66109	0.69097	0.75298	0.92989	0.16637	0.80577	0.67603
GO:0010469	regulation of receptor activity	0.6452	0.36876	1	0.04687	0.70731	0.30999	0.80335	0.81371	1	0.04089	0.676255
GO:0006066	alcohol metabolic process	0.2312	0.547	0.89664	0.90363	0.58525	0.24495	0.76727	0.38578	0.80274	0.96259	0.67626
GO:0019184	nonribosomal peptide biosynthetic process	0.797	0.83753	NA	NA	NA	NA	0.52467	0.55575	NA	NA	0.676375
GO:0044270	cellular nitrogen compound catabolic process	0.8773	0.90767	0.77654	0.51164	0.6681	0.68599	0.25288	0.21895	0.92414	0.45564	0.677045
GO:0030241	skeletal muscle myosin thick filament assembly	0.2065	0.88187	0.93163	0.30383	0.69423	0.66019	0.59441	0.70296	0.91014	0.32279	0.67721
GO:0071688	striated muscle myosin thick filament assembly	0.2065	0.88187	0.93163	0.30383	0.69423	0.66019	0.59441	0.70296	0.91014	0.32279	0.67721
GO:0000301	"retrograde transport, vesicle recycling within Golgi"	0.6404	0.71441	0.9978	0.83654	0.12406	0.0755	0.07487	0.07222	0.97979	0.77445	0.677405
GO:0042067	establishment of ommatidial planar polarity	0.869	0.82696	0.64046	0.58413	0.52175	0.3634	0.92102	0.71535	0.57966	0.77243	0.677905
GO:0061355	Wnt protein secretion	0.3111	0.28418	0.68947	0.45607	0.99903	0.66662	0.9561	0.90104	0.70239	0.41107	0.678045
GO:0061356	regulation of Wnt protein secretion	0.3111	0.28418	0.68947	0.45607	0.99903	0.66662	0.9561	0.90104	0.70239	0.41107	0.678045
GO:0061357	positive regulation of Wnt protein secretion	0.3111	0.28418	0.68947	0.45607	0.99903	0.66662	0.9561	0.90104	0.70239	0.41107	0.678045
GO:0006650	glycerophospholipid metabolic process	0.5323	0.59783	0.9063	0.60146	0.75464	0.83725	0.4544	0.58654	0.89392	0.758	0.67805
GO:0048190	wing disc dorsal/ventral pattern formation	0.7076	0.6468	0.8798	0.44039	0.98273	0.8616	0.20475	0.38364	0.88721	0.64872	0.67816
GO:0034243	regulation of transcription elongation from RNA polymerase II promoter	0.4813	0.14045	0.95191	0.52457	0.54465	0.66297	0.91223	0.908	0.78377	0.69419	0.67858
GO:0003365	establishment of cell polarity involved in ameboidal cell migration	0.6803	0.67841	0.83335	0.54972	0.21003	0.23224	0.68772	0.68903	0.71769	0.62702	0.679355
GO:0003371	establishment or maintenance of cytoskeleton polarity involved in ameboidal cell migration	0.6803	0.67841	0.83335	0.54972	0.21003	0.23224	0.68772	0.68903	0.71769	0.62702	0.679355
GO:0003379	establishment of cell polarity involved in gastrulation cell migration	0.6803	0.67841	0.83335	0.54972	0.21003	0.23224	0.68772	0.68903	0.71769	0.62702	0.679355
GO:0003380	establishment or maintenance of cytoskeleton polarity involved in gastrulation	0.6803	0.67841	0.83335	0.54972	0.21003	0.23224	0.68772	0.68903	0.71769	0.62702	0.679355
GO:0010470	regulation of gastrulation	0.6803	0.67841	0.83335	0.54972	0.21003	0.23224	0.68772	0.68903	0.71769	0.62702	0.679355
GO:0007015	actin filament organization	0.5859	0.83054	0.73174	0.05106	0.56984	0.68727	0.77476	0.67159	0.72002	0.03688	0.67943
GO:0042246	tissue regeneration	0.7158	0.2734	0.82576	NA	0.67901	0.67997	0.61829	0.63011	0.83443	NA	0.67949
GO:1900244	positive regulation of synaptic vesicle endocytosis	NA	NA	0.74787	0.3122	0.93277	0.92235	0.6112	0.60201	0.78329	0.30858	0.679535
GO:1903423	positive regulation of synaptic vesicle recycling	NA	NA	0.74787	0.3122	0.93277	0.92235	0.6112	0.60201	0.78329	0.30858	0.679535
GO:0006687	glycosphingolipid metabolic process	0.4147	NA	0.50477	0.67981	0.77517	0.7734	0.69346	0.73154	0.46451	0.61981	0.67981
GO:0006688	glycosphingolipid biosynthetic process	0.4147	NA	0.50477	0.67981	0.77517	0.7734	0.69346	0.73154	0.46451	0.61981	0.67981
GO:0000070	mitotic sister chromatid segregation	0.298	0.31523	0.88591	0.70392	0.48531	0.54306	0.75786	0.65582	0.73755	0.73403	0.67987
GO:0006220	pyrimidine nucleotide metabolic process	0.0456	0.04539	0.57565	0.78635	0.83741	0.85212	0.68581	0.6759	0.53372	0.8121	0.680855
GO:0006221	pyrimidine nucleotide biosynthetic process	0.0456	0.04539	0.57565	0.78635	0.78349	0.79889	0.68581	0.6759	0.53372	0.8121	0.680855
GO:0009608	response to symbiont	0.2343	0.21747	0.48022	0.62032	0.99959	0.99855	0.75293	0.74147	0.23265	0.76036	0.680895
GO:0001742	oenocyte differentiation	NA	NA	0.34989	0.69111	NA	NA	0.9951	0.99872	0.29697	0.67143	0.68127
GO:0051186	cofactor metabolic process	0.2467	0.60401	0.83051	0.32388	0.75881	0.7778	0.94251	0.93882	0.36998	0.35302	0.68141
GO:0048667	cell morphogenesis involved in neuron differentiation	0.8731	0.9293	0.95003	0.24315	0.37108	0.82709	0.4144	0.19924	0.77568	0.58792	0.6818
GO:0045433	"male courtship behavior, veined wing generated song production"	0.7019	0.90075	0.46954	0.12577	0.66246	0.71262	0.90007	0.65131	0.83391	0.26363	0.68218
GO:0000245	spliceosomal complex assembly	0.2696	0.15995	0.80597	0.93884	0.71218	0.71262	0.44751	0.03066	0.65249	0.93596	0.682335
GO:0015803	branched-chain amino acid transport	NA	NA	NA	NA	0.66968	0.69532	NA	NA	NA	NA	0.6825
GO:0015820	leucine transport	NA	NA	NA	NA	0.66968	0.69532	NA	NA	NA	NA	0.6825
GO:0060356	leucine import	NA	NA	NA	NA	0.66968	0.69532	NA	NA	NA	NA	0.6825
GO:0048565	digestive tract development	0.7154	0.70497	0.40583	0.68385	0.70821	0.68283	0.55729	0.55949	0.69629	0.63211	0.68334
GO:0055123	digestive system development	0.7154	0.70497	0.40583	0.68385	0.70821	0.68283	0.55729	0.55949	0.69629	0.63211	0.68334
GO:0061572	actin filament bundle organization	0.8449	0.92683	0.64027	0.24796	0.38579	0.65655	0.928	0.79402	0.71047	0.5295	0.68351
GO:0007271	"synaptic transmission, cholinergic"	0.921	0.97119	0.68631	0.99192	0.53251	0.50332	0.46397	0.37656	0.68224	0.88107	0.684275
GO:0048065	"male courtship behavior, veined wing extension"	0.7168	0.8757	0.42118	0.2237	0.69044	0.67825	0.8173	0.57777	0.78101	0.51782	0.684345
GO:0007613	memory	0.4874	0.73485	0.86915	0.54123	0.91659	0.93717	0.69342	0.57968	0.611	0.67561	0.684515
GO:0002376	immune system process	0.8939	0.84619	0.67699	0.55682	0.54452	0.74602	0.69241	0.86107	0.23601	0.60253	0.6847
GO:0019896	axonal transport of mitochondrion	NA	NA	NA	NA	0.71691	0.65268	NA	NA	NA	NA	0.684795
GO:0051865	protein autoubiquitination	0.693	0.5098	0.59744	0.86252	0.86151	0.83842	0.28682	0.11774	0.82813	0.67718	0.68509
GO:0007320	insemination	0.455	0.61613	0.65544	0.6476	0.93037	0.92077	0.89049	0.94241	0.67051	0.6998	0.685155
GO:0044706	multi-multicellular organism process	0.455	0.61613	0.65544	0.6476	0.93037	0.92077	0.89049	0.94241	0.67051	0.6998	0.685155
GO:0046692	sperm competition	0.455	0.61613	0.65544	0.6476	0.93037	0.92077	0.89049	0.94241	0.67051	0.6998	0.685155
GO:0042074	cell migration involved in gastrulation	0.594	0.50429	0.52758	0.85869	0.65873	0.64698	0.71191	0.74592	0.92325	0.89443	0.68532
GO:0051090	regulation of sequence-specific DNA binding transcription factor activity	0.7571	0.68307	0.87006	0.54693	0.23652	0.23962	0.68779	0.44214	0.75206	0.72732	0.68543
GO:1900242	regulation of synaptic vesicle endocytosis	0.1578	0.15048	0.6787	0.13579	0.80681	0.76625	0.70306	0.6929	0.72192	0.13342	0.6858
GO:1903421	regulation of synaptic vesicle recycling	0.1036	0.10297	0.6787	0.08829	0.92516	0.93185	0.70306	0.6929	0.72192	0.08649	0.6858
GO:0046498	S-adenosylhomocysteine metabolic process	NA	NA	NA	NA	0.6933	0.69053	0.6817	0.67963	NA	NA	0.686115
GO:0042430	indole-containing compound metabolic process	0.8799	0.86112	0.90711	0.66764	0.32872	0.46815	0.4272	0.55671	0.89531	0.70463	0.686135
GO:0042816	vitamin B6 metabolic process	NA	NA	0.59923	0.73531	0.73358	0.73508	0.41007	0.4039	0.64059	0.7921	0.687085
GO:0043094	cellular metabolic compound salvage	0.6106	0.41602	0.87519	0.70468	0.88735	0.87354	0.65377	0.65159	0.83349	0.66956	0.68712
GO:0050804	modulation of synaptic transmission	0.8677	0.91717	0.97312	0.58823	0.33314	0.52366	0.51937	0.78633	0.92864	0.28139	0.68728
GO:0002221	pattern recognition receptor signaling pathway	0.9939	0.95205	0.73101	0.64359	0.60942	0.55994	0.98308	0.98942	0.28335	0.40089	0.6873
GO:0016545	"male courtship behavior, veined wing vibration"	0.7662	0.8955	0.46954	0.18985	0.66246	0.71262	0.88379	0.63591	0.83391	0.41328	0.68754
GO:0016601	Rac protein signal transduction	0.8523	0.84054	0.79907	0.18205	NA	NA	0.68644	0.68898	0.35227	0.61673	0.68771
GO:0007614	short-term memory	0.5339	0.39073	0.68804	0.51172	0.6604	0.711	0.92006	0.87878	0.72253	0.68756	0.6878
GO:1903040	exon-exon junction complex assembly	0.681	0.60511	0.85319	0.92163	0.191	0.18935	0.70889	0.69479	0.56566	0.93341	0.687895
GO:0000186	activation of MAPKK activity	0.7851	0.77756	NA	0.83764	0.48187	0.57931	0.55462	0.59881	NA	0.83574	0.688185
GO:0090239	regulation of histone H4 acetylation	0.6834	0.69508	0.94012	0.76856	NA	NA	NA	NA	0.53882	0.37263	0.68924
GO:2000618	regulation of histone H4-K16 acetylation	0.6834	0.69508	0.94012	0.76856	NA	NA	NA	NA	0.53882	0.37263	0.68924
GO:0006140	regulation of nucleotide metabolic process	0.6246	0.7894	0.96344	0.49341	0.5322	0.91903	0.40519	0.18411	0.75398	0.78081	0.68929
GO:1900542	regulation of purine nucleotide metabolic process	0.6246	0.7894	0.96344	0.49341	0.5322	0.91903	0.40519	0.18411	0.75398	0.78081	0.68929
GO:0097484	dendrite extension	0.4498	0.51715	0.51472	0.7792	0.71774	0.71687	0.72936	0.69539	0.56917	0.68327	0.68933
GO:0030865	cortical cytoskeleton organization	0.6006	0.63621	0.73937	0.84523	0.33241	0.37166	0.92007	0.94915	0.63944	0.97697	0.689405
GO:0009642	response to light intensity	0.507	0.729	0.66275	0.10608	0.96375	0.8671	0.4988	0.71714	0.77142	0.17636	0.689945
GO:0051960	regulation of nervous system development	0.7439	0.87938	0.77396	0.0239	0.75922	0.64152	0.43364	0.18947	0.73866	0.08216	0.69009
GO:0046580	negative regulation of Ras protein signal transduction	0.7387	0.62709	0.63105	0.78689	0.666	0.65773	0.75076	0.88154	0.63713	0.7153	0.69065
GO:0042044	fluid transport	0.6082	0.4029	0.64946	0.65896	0.93099	0.91196	0.82217	0.82354	0.72243	0.63464	0.690695
GO:0009081	branched-chain amino acid metabolic process	0.8403	0.70975	0.68657	0.67318	0.38595	0.45511	0.52016	0.82758	0.69493	0.7623	0.69075
GO:0090305	nucleic acid phosphodiester bond hydrolysis	0.8602	0.9533	0.50209	0.66988	0.87152	0.7147	0.49069	0.27445	0.46162	0.77211	0.69229
GO:0048645	animal organ formation	0.9138	0.75553	0.42389	0.41962	0.86144	0.65504	0.8736	0.73013	0.10525	0.51073	0.692585
GO:0014016	neuroblast differentiation	0.6379	0.80264	0.7517	0.7562	0.74739	0.83848	0.16059	0.17478	0.491	0.59704	0.692645
GO:0044765	single-organism transport	0.2726	0.0157	0.69864	0.79435	0.91822	0.7263	0.67671	0.83337	0.68672	0.08502	0.69268
GO:2000331	regulation of terminal button organization	0.7093	0.53402	0.78877	0.60439	0.76366	0.67801	0.26082	0.82131	0.8238	0.49599	0.693655
GO:0090257	regulation of muscle system process	0.4334	0.19877	0.78764	0.68368	0.45153	0.44428	0.8028	0.85063	0.78881	0.70523	0.694455
GO:0045785	positive regulation of cell adhesion	0.8895	0.66805	0.08437	0.04477	0.76886	0.72091	0.89486	0.89809	0.10244	0.11713	0.69448
GO:0030866	cortical actin cytoskeleton organization	0.5738	0.59268	0.79762	0.79868	0.44685	0.46026	0.93005	0.95227	0.56303	0.99071	0.69515
GO:0044763	single-organism cellular process	0.5754	0.65182	0.52623	0.3751	0.95882	0.95489	0.80179	0.84959	0.73865	0.14333	0.695235
GO:0051091	positive regulation of sequence-specific DNA binding transcription factor activity	0.8597	0.79552	0.81526	0.53909	0.23652	0.23962	0.78455	0.48929	0.63305	0.75742	0.695235
GO:0071711	basement membrane organization	0.188	0.06851	0.85821	0.76669	0.66178	0.72876	0.4655	0.47942	0.89641	0.74833	0.69527
GO:0007426	"tracheal outgrowth, open tracheal system"	0.8546	0.49586	0.44312	0.34168	0.8172	0.95485	0.9451	0.96178	0.57444	0.55355	0.69582
GO:0051058	negative regulation of small GTPase mediated signal transduction	0.8423	0.73739	0.65241	0.68927	0.68976	0.68137	0.74178	0.9106	0.61042	0.70335	0.696555
GO:0006928	movement of cell or subcellular component	0.47	0.67488	0.70528	0.81208	0.6879	0.82198	0.28056	0.44931	0.70978	0.81949	0.69659
GO:0072527	pyrimidine-containing compound metabolic process	0.7443	0.72836	0.42006	0.7048	0.80221	0.90163	0.49136	0.47291	0.49137	0.6907	0.69775
GO:0051606	detection of stimulus	0.7621	0.94057	0.96261	0.22642	0.63409	0.61382	0.35733	0.80288	0.87125	0.45358	0.698095
GO:0007630	jump response	0.9974	0.9999	0.56797	0.91434	0.15752	0.25193	0.52064	0.82022	0.57674	0.84241	0.69848
GO:0006479	protein methylation	0.9542	0.94537	0.87227	0.6572	0.03647	0.07314	0.31012	0.39259	0.86677	0.74175	0.699475
GO:0008213	protein alkylation	0.9542	0.94537	0.87227	0.6572	0.03647	0.07314	0.31012	0.39259	0.86677	0.74175	0.699475
GO:0007144	female meiosis I	NA	NA	0.78244	0.71727	NA	NA	NA	NA	0.67153	0.68356	0.700415
GO:0032954	regulation of cytokinetic process	0.9877	0.92222	0.49358	0.56709	0.56838	0.59195	0.80901	0.81534	0.53477	0.94177	0.70048
GO:0001964	startle response	0.8853	0.90825	0.45287	0.78609	0.99482	0.97804	0.52907	0.58035	0.6155	0.54928	0.700795
GO:0000712	resolution of meiotic recombination intermediates	0.7572	0.74177	NA	0.6623	NA	NA	NA	NA	NA	0.53224	0.702035
GO:0035220	wing disc development	0.9904	0.95706	0.84631	0.41298	0.6287	0.57529	0.59642	0.35586	0.91718	0.77641	0.702555
GO:0006360	transcription from RNA polymerase I promoter	0.8968	0.77688	0.42243	0.91717	0.27458	0.23884	0.94424	0.6164	0.62832	0.81962	0.7026
GO:0009066	aspartate family amino acid metabolic process	0.2151	0.19597	0.9017	0.15435	0.93465	0.67381	0.73143	0.97674	0.85151	0.22704	0.70262
GO:1900424	regulation of defense response to bacterium	0.724	0.73505	0.91358	0.68313	0.19687	0.26949	0.13256	0.25864	0.91863	0.79235	0.703565
GO:0045823	positive regulation of heart contraction	NA	NA	NA	NA	NA	NA	0.7036	NA	NA	NA	0.7036
GO:1903524	positive regulation of blood circulation	NA	NA	NA	NA	NA	NA	0.7036	NA	NA	NA	0.7036
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	0.6452	0.36876	1	0.07933	0.76239	0.49184	0.84216	0.85405	1	0.07185	0.703795
GO:0061097	regulation of protein tyrosine kinase activity	0.6452	0.36876	1	0.07933	0.76239	0.49184	0.84216	0.85405	1	0.07185	0.703795
GO:1902807	negative regulation of cell cycle G1/S phase transition	0.8588	0.64461	0.659	0.71393	0.65265	0.69376	0.98613	0.99612	0.68546	0.80096	0.703845
GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	0.8588	0.64461	0.659	0.71393	0.65265	0.69376	0.98613	0.99612	0.68546	0.80096	0.703845
GO:0045292	"mRNA cis splicing, via spliceosome"	0.2956	0.08083	0.97955	0.69852	0.83731	0.75994	0.16122	0.041	0.76978	0.70944	0.70398
GO:0008302	"female germline ring canal formation, actin assembly"	0.8624	0.88782	0.51497	0.72993	0.83449	0.94122	0.60747	0.63498	0.41798	0.67853	0.70423
GO:0007288	sperm axoneme assembly	NA	NA	0.67959	0.9162	NA	NA	0.37857	0.30747	0.72912	0.98136	0.704355
GO:0043967	histone H4 acetylation	0.4706	0.77802	0.97956	0.86879	0.73639	0.48799	0.3893	0.64251	0.88332	0.67243	0.70441
GO:0033962	cytoplasmic mRNA processing body assembly	0.9621	0.73097	0.66082	0.99986	0.32207	0.35049	0.84155	0.4787	0.67803	0.95642	0.7045
GO:0007374	posterior midgut invagination	0.9441	0.47878	0.2142	0.4005	0.70105	0.70797	0.81905	0.84281	0.2341	0.78935	0.70451
GO:0007141	male meiosis I	0.9464	0.94321	0.88754	0.5774	0.4386	0.56703	0.6451	0.76424	0.86617	0.59036	0.70467
GO:0006611	protein export from nucleus	0.5016	0.61837	0.63677	0.6585	0.98484	0.94701	0.82699	0.75105	0.96337	0.35783	0.704775
GO:0072331	signal transduction by p53 class mediator	0.8276	0.32423	0.93676	0.07785	0.964	0.98501	0.5822	0.4105	0.89083	0.51954	0.7049
GO:0003383	apical constriction	0.7636	0.75673	0.65307	0.66517	0.74465	0.56285	0.34073	0.33434	0.98857	0.9856	0.70491
GO:1905881	positive regulation of oogenesis	0.3472	0.367	0.88546	0.63932	0.88903	0.88316	0.35992	0.77102	0.90184	0.57178	0.70517
GO:2000243	positive regulation of reproductive process	0.3472	0.367	0.88546	0.63932	0.88903	0.88316	0.35992	0.77102	0.90184	0.57178	0.70517
GO:0071426	ribonucleoprotein complex export from nucleus	0.6663	0.81335	0.51881	0.91546	0.98877	0.96241	0.54676	0.53241	0.74446	0.61851	0.70538
GO:0051294	establishment of spindle orientation	0.8686	0.80869	0.71341	0.69746	0.0945	0.11804	0.03008	0.01872	0.75788	0.89884	0.705435
GO:0036093	germ cell proliferation	0.6167	0.89234	0.63435	0.48633	0.93544	0.74783	0.79915	0.9956	0.29385	0.6638	0.705815
GO:0030030	cell projection organization	0.9309	0.96396	0.94761	0.15139	0.62891	0.78336	0.3877	0.18584	0.81232	0.51222	0.706135
GO:0048489	synaptic vesicle transport	0.7999	0.67039	0.8184	0.51756	0.57233	0.53592	0.74247	0.74444	0.95404	0.41672	0.70643
GO:0097480	establishment of synaptic vesicle localization	0.7999	0.67039	0.8184	0.51756	0.57233	0.53592	0.74247	0.74444	0.95404	0.41672	0.70643
GO:0099003	vesicle-mediated transport in synapse	0.7999	0.67039	0.8184	0.51756	0.57233	0.53592	0.74247	0.74444	0.95404	0.41672	0.70643
GO:0007348	regulation of syncytial blastoderm mitotic cell cycle	0.431	0.09434	0.99401	0.76221	0.97437	0.97588	0.63763	0.65118	0.99955	0.60744	0.706695
GO:1903147	negative regulation of mitophagy	0.8696	0.89149	0.68835	0.94552	0.60718	0.65498	0.52564	0.56339	0.72699	0.87535	0.70767
GO:0009142	nucleoside triphosphate biosynthetic process	0.7044	0.71097	0.9829	0.22665	0.17388	0.18225	0.80219	0.79639	0.99996	0.14454	0.707685
GO:0009201	ribonucleoside triphosphate biosynthetic process	0.7044	0.71097	0.9829	0.22665	0.17388	0.18225	0.80219	0.79639	0.99996	0.14454	0.707685
GO:0008608	attachment of spindle microtubules to kinetochore	0.623	0.70263	NA	0.79586	NA	NA	0.60545	0.71283	NA	0.83288	0.70773
GO:0006012	galactose metabolic process	0.6406	0.56087	0.82399	NA	0.89721	0.89127	0.67526	0.6758	0.73997	NA	0.707885
GO:0006767	water-soluble vitamin metabolic process	0.9315	0.92037	0.47548	0.62942	0.82052	0.82211	0.71233	0.70446	0.51879	0.68871	0.708395
GO:0007415	defasciculation of motor neuron axon	0.9148	0.89532	0.19836	0.61198	0.56186	0.53362	0.8052	0.83306	0.30072	0.84657	0.70859
GO:0006897	endocytosis	0.8046	0.14237	0.43729	0.83557	0.96638	0.29781	0.99246	0.99991	0.61264	0.04228	0.70862
GO:0045466	R7 cell differentiation	0.8284	0.9352	0.78953	0.63571	0.57376	0.68714	0.73011	0.55883	0.76983	0.38438	0.708625
GO:0030308	negative regulation of cell growth	0.8521	0.8204	0.86786	0.42953	0.44847	0.70273	0.71457	0.67351	0.87458	0.26643	0.70865
GO:0015697	quaternary ammonium group transport	0.7635	0.73356	NA	NA	NA	NA	0.68431	0.63805	NA	NA	0.708935
GO:0034508	centromere complex assembly	NA	NA	0.60877	0.70931	NA	0.48536	0.79434	0.99994	0.63343	0.81652	0.70931
GO:0044702	single organism reproductive process	0.1043	0.13227	0.12812	0.71711	0.86628	0.8708	0.71934	0.88958	0.37488	0.70161	0.70936
GO:0034329	cell junction assembly	0.7742	0.79346	0.73257	0.50002	0.38768	0.3569	0.85783	0.85157	0.68636	0.40634	0.709465
GO:0060429	epithelium development	0.9639	0.98329	0.89333	0.64459	0.6608	0.75739	0.55616	0.66176	0.97885	0.54276	0.709575
